codice,codice_parlante,utenza,cliente,data,imponibile,iva,totale,data_scadenza,stato_pagamento,data_pagamento,indirizzo_fatturazione,città_fatturazione
FAT-41d13bdf-3081-4c4b-8293-29222e95233b,FAT-29062027-001,849582a2-10f1-40c8-b4b2-bbc9088178b4,8a5f9f5e-02de-4116-bc80-714b9da37eb4,2027-06-29,71.2,7.12,78.32,2027-07-29,Pagata,2027-07-09,Corso Della Pieve 36,Ranica
f31e9ffa-3dcf-4a4d-9fee-15662b1a505d,FAT-15042025-006,e6a21f58-f5b5-4941-9309-28ccfeceef4b,8a5f9f5e-02de-4116-bc80-714b9da37eb4,2025-04-15,88.2,8.82,97.02,2025-05-15,Pagata,2025-05-13,Corso Della Pieve 36,Ranica
081d34b0-9f9b-4294-a40f-60eec27647bf,FAT-15102025-009,e6a21f58-f5b5-4941-9309-28ccfeceef4b,8a5f9f5e-02de-4116-bc80-714b9da37eb4,2025-10-15,120.3,12.03,132.33,2025-11-14,Pagata,2025-10-29,Corso Della Pieve 36,Ranica
FAT-c22a8393-cf8c-4946-bc6d-27752f0ce9fd,FAT-12012026-001,e6a21f58-f5b5-4941-9309-28ccfeceef4b,8a5f9f5e-02de-4116-bc80-714b9da37eb4,2026-01-12,43.6,4.36,47.96,2026-02-11,Pagata,2026-02-09,Corso Della Pieve 36,Ranica
2e5415cb-4148-48ed-89d2-4b726bf06a77,FAT-05062024-002,54aa9752-3b95-47d4-9015-745f77939518,26e8e807-36c1-4ad3-bda5-b32bdd9ff970,2024-06-05,65.1,6.51,71.61,2024-07-05,Pagata,2024-06-10,Largo Boccaccio 148,Lentate sul Seveso
5c691fae-2a16-45b8-9a60-78d89c7764f5,FAT-05122024-004,54aa9752-3b95-47d4-9015-745f77939518,26e8e807-36c1-4ad3-bda5-b32bdd9ff970,2024-12-05,90.4,9.04,99.44,2025-01-04,Pagata,2024-12-06,Largo Boccaccio 148,Lentate sul Seveso
51efa795-878c-4517-8a96-1d975122ead1,FAT-05062025-004,54aa9752-3b95-47d4-9015-745f77939518,26e8e807-36c1-4ad3-bda5-b32bdd9ff970,2025-06-05,62.25,6.23,68.48,2025-07-05,Pagata,2025-06-23,Largo Boccaccio 148,Lentate sul Seveso
4a14294a-d486-4ab4-ab89-2fcbe41d8344,FAT-05122025-004,54aa9752-3b95-47d4-9015-745f77939518,26e8e807-36c1-4ad3-bda5-b32bdd9ff970,2025-12-05,86.2,8.62,94.82,2026-01-04,Pagata,2025-12-17,Largo Boccaccio 148,Lentate sul Seveso
98d4d907-610b-4933-8010-cdcc2160f3ae,FAT-05062026-005,54aa9752-3b95-47d4-9015-745f77939518,26e8e807-36c1-4ad3-bda5-b32bdd9ff970,2026-06-05,63.65,6.37,70.02,2026-07-05,Pagata,2026-06-20,Largo Boccaccio 148,Lentate sul Seveso
861d2d51-e355-41b6-8f93-62541ec33efd,FAT-15082024-004,8ab39907-e4d7-4491-a0d0-e2010237f0f4,81438696-48f1-41d3-a437-0f8849571b23,2024-08-15,44.1,4.41,48.51,2024-09-14,Pagata,2024-09-07,Largo Ancona 63,Comun Nuovo
6e6fcccb-e078-4905-9bb0-e51fef94c3b6,FAT-15022025-005,8ab39907-e4d7-4491-a0d0-e2010237f0f4,81438696-48f1-41d3-a437-0f8849571b23,2025-02-15,34.4,3.44,37.84,2025-03-17,Pagata,2025-03-09,Largo Ancona 63,Comun Nuovo
889340af-3e3e-4f91-83d7-55964f4ee3ea,FAT-15082025-005,8ab39907-e4d7-4491-a0d0-e2010237f0f4,81438696-48f1-41d3-a437-0f8849571b23,2025-08-15,44.05,4.41,48.46,2025-09-14,Pagata,2025-09-09,Largo Ancona 63,Comun Nuovo
56142a48-1d7a-4a42-b528-89ebed54de0c,FAT-15022026-007,8ab39907-e4d7-4491-a0d0-e2010237f0f4,81438696-48f1-41d3-a437-0f8849571b23,2026-02-15,34.4,3.44,37.84,2026-03-17,Scaduta,NULL,Largo Ancona 63,Comun Nuovo
3e1b5db0-9b1f-40ca-8421-376a0a133526,FAT-05122023-003,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2023-12-05,126.4,12.64,139.04,2024-01-04,Pagata,2024-01-04,Largo Ancona 63,Comun Nuovo
4babf91f-d183-44db-a750-7944382d3bce,FAT-05062024-003,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2024-06-05,98.2,9.82,108.02,2024-07-05,Pagata,2024-06-10,Largo Ancona 63,Comun Nuovo
bb2045cc-14ac-4eb5-a48a-54c8538bd53c,FAT-05122024-005,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2024-12-05,126.4,12.64,139.04,2025-01-04,Pagata,2024-12-16,Largo Ancona 63,Comun Nuovo
e27ad403-8978-401a-a8f7-aea9f291e922,FAT-05062025-005,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2025-06-05,104.1,10.41,114.51,2025-07-05,Scaduta,NULL,Largo Ancona 63,Comun Nuovo
ad08e90b-0450-4292-8f76-50e302f9b251,FAT-05122025-005,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2025-12-05,128.4,12.84,141.24,2026-01-04,Pagata,2025-12-08,Largo Ancona 63,Comun Nuovo
08b4507b-2fae-4e8b-a178-eb95054ecc4a,FAT-05062026-006,3b8357d6-ede3-4358-b563-b17f6d188cca,81438696-48f1-41d3-a437-0f8849571b23,2026-06-05,96.1,9.61,105.71,2026-07-05,Pagata,2026-06-21,Largo Ancona 63,Comun Nuovo
83df8160-3e72-4a53-87e8-f8f35afd333b,FAT-05102024-002,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2024-10-05,325.71,32.57,358.28,2024-11-04,Pagata,2024-10-11,Corso Venezia 4,Rivolta d'Adda
5279b329-cf6a-419d-b024-763730709427,FAT-05022025-004,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2025-02-05,204.44,20.44,224.88,2025-03-07,Pagata,2025-02-09,Corso Venezia 4,Rivolta d'Adda
2b0f3677-26f0-414a-9a44-207c70b7e66d,FAT-05062025-006,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2025-06-05,215.69,21.57,237.26,2025-07-05,Pagata,2025-06-20,Corso Venezia 4,Rivolta d'Adda
d68bf385-94c3-4fc1-b0ed-a3f211841c4d,FAT-05102025-004,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2025-10-05,363.51,36.35,399.86,2025-11-04,Pagata,2025-10-30,Corso Venezia 4,Rivolta d'Adda
b3c6209a-4285-4f59-a61e-ad2131e30b88,FAT-05022026-008,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2026-02-05,180.14,18.01,198.15,2026-03-07,Pagata,2026-02-12,Corso Venezia 4,Rivolta d'Adda
24850bf2-bb7d-4c4c-9acb-2cd771af7e67,FAT-05062026-007,d90dd855-d3a5-4b7f-96df-d59739c2014f,583f7632-a2b4-4fa3-8a77-6b030421782f,2026-06-05,226.49,22.65,249.14,2026-07-05,Pagata,2026-07-09,Corso Venezia 4,Rivolta d'Adda
76caa2a5-3cc0-40a0-a216-e4d5cccc2056,FAT-25012026-002,d4a8bf29-0285-4d4e-a8ae-a4f85e18f220,f8718369-ee8a-4906-b465-96e181661f39,2026-01-25,52.6,5.26,57.86,2026-02-24,Pagata,2026-02-13,Largo Puccini 117,Ponteranica
f4b31f76-4277-477b-8850-7e94bb6096bd,FAT-05082024-003,52a237cd-c543-4064-a07d-93cdf3c04a92,cc68326a-7ace-4ce5-b743-0e337c140b5f,2024-08-05,42.7,4.27,46.97,2024-09-04,Pagata,2024-09-05,Viale Dei Contadini 74,Melzo
f30c1235-ac6d-4901-8d23-0b4f836c5f2d,FAT-05022025-005,52a237cd-c543-4064-a07d-93cdf3c04a92,cc68326a-7ace-4ce5-b743-0e337c140b5f,2025-02-05,34.4,3.44,37.84,2025-03-07,Pagata,2025-02-24,Viale Dei Contadini 74,Melzo
6275f6ee-7682-4701-b63b-4896eeb29883,FAT-05082025-006,52a237cd-c543-4064-a07d-93cdf3c04a92,cc68326a-7ace-4ce5-b743-0e337c140b5f,2025-08-05,39.85,3.99,43.84,2025-09-04,Pagata,2025-08-07,Viale Dei Contadini 74,Melzo
b639431f-eee3-4683-b837-7b98b058eb96,FAT-05022026-009,52a237cd-c543-4064-a07d-93cdf3c04a92,cc68326a-7ace-4ce5-b743-0e337c140b5f,2026-02-05,37.2,3.72,40.92,2026-03-07,Pagata,2026-02-14,Viale Dei Contadini 74,Melzo
ae741dbe-29f8-47eb-b41e-af25c4592abd,FAT-15042023-002,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2023-04-15,52.5,5.25,57.75,2023-05-15,Pagata,2023-05-04,Viale Dei Pianeti 17,Muggiò
913d2971-1fb4-44c0-bb2c-e272e81c62dc,FAT-15102023-003,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2023-10-15,77.75,7.78,85.53,2023-11-14,Pagata,2023-11-07,Viale Dei Pianeti 17,Muggiò
37a7a585-5481-41c8-b9a9-d536037e6029,FAT-15042024-002,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2024-04-15,56.75,5.68,62.43,2024-05-15,Pagata,2024-04-23,Viale Dei Pianeti 17,Muggiò
bfb3257a-c6e3-4eab-9b41-c778bffc545f,FAT-15102024-005,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2024-10-15,80.55,8.05,88.6,2024-11-14,Pagata,2024-10-16,Viale Dei Pianeti 17,Muggiò
71cdfe51-c0eb-479d-a769-b85af4fbec79,FAT-15042025-007,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2025-04-15,59.5,5.95,65.45,2025-05-15,Pagata,2025-04-21,Viale Dei Pianeti 17,Muggiò
9cd102f2-72fe-47dc-9f50-60bf8adc2f41,FAT-15102025-010,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2025-10-15,77.75,7.78,85.53,2025-11-14,Pagata,2025-11-17,Viale Dei Pianeti 17,Muggiò
e8150b3b-4821-4961-a152-7f2adcd8bdc8,FAT-15042026-008,666c4ca6-82f6-4128-bbc8-0a20a708d7b2,88e1b883-cd30-44af-8c30-3da68bf99076,2026-04-15,53.9,5.39,59.29,2026-05-15,Pagata,2026-04-23,Viale Dei Pianeti 17,Muggiò
9f189cf0-0077-41ea-b6f8-237a82f6a616,FAT-05072023-002,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2023-07-05,81.96,8.2,90.16,2023-08-04,Pagata,2023-08-02,Viale Bologna 13,Roncello
611363df-981b-41bc-bfd0-b952deff61d7,FAT-05012024-003,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2024-01-05,87.92,8.79,96.71,2024-02-04,Pagata,2024-01-21,Viale Bologna 13,Roncello
95aa188d-ded3-4696-8c28-e5cd236a2e9d,FAT-05072024-003,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2024-07-05,83.92,8.39,92.31,2024-08-04,Pagata,2024-07-25,Viale Bologna 13,Roncello
b5c610a3-4a6c-44aa-ac3d-42ffb1fa61db,FAT-05012025-006,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2025-01-05,91.92,9.19,101.11,2025-02-04,Scaduta,NULL,Viale Bologna 13,Roncello
bc2400e7-f381-4fab-ae9b-87ed7356b72b,FAT-05072025-009,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2025-07-05,81.96,8.2,90.16,2025-08-04,Pagata,2025-07-19,Viale Bologna 13,Roncello
6fb4cce1-fab5-4076-bc9c-6f1521890008,FAT-05012026-005,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2026-01-05,96.06,9.61,105.67,2026-02-04,Pagata,2026-01-20,Viale Bologna 13,Roncello
f326abd5-1590-4634-b883-56d792e255c2,FAT-05072026-010,b1b47504-33ed-4efc-9ead-e282b46c8acc,ab87fa43-a24c-4894-bda0-eb7e2d34a3b8,2026-07-05,79.96,8.0,87.96,2026-08-04,Pagata,2026-07-20,Viale Bologna 13,Roncello
00348996-872e-4bea-9ed1-112426b84308,FAT-25022024-002,f9406da6-9bec-4a1f-8f2a-11441c84cbf7,735d231f-e021-4602-a51a-f1457043f5b6,2024-02-25,55.4,5.54,60.94,2024-03-26,Pagata,2024-03-22,Viale Sandro Pertini 39,Seveso
a9c30e9c-3e32-43cd-ad6f-e5f0a2194f5e,FAT-25082024-001,f9406da6-9bec-4a1f-8f2a-11441c84cbf7,735d231f-e021-4602-a51a-f1457043f5b6,2024-08-25,79.1,7.91,87.01,2024-09-24,Pagata,2024-09-28,Viale Sandro Pertini 39,Seveso
59d02fcf-ad68-4592-bb8c-7e4c2520cfcc,FAT-25022025-001,f9406da6-9bec-4a1f-8f2a-11441c84cbf7,735d231f-e021-4602-a51a-f1457043f5b6,2025-02-25,54.0,5.4,59.4,2025-03-27,Pagata,2025-03-25,Viale Sandro Pertini 39,Seveso
c2c27b77-eef2-4d90-8ae9-55097a8c916c,FAT-25082025-001,f9406da6-9bec-4a1f-8f2a-11441c84cbf7,735d231f-e021-4602-a51a-f1457043f5b6,2025-08-25,82.93,8.29,91.22,2025-09-24,Pagata,2025-09-29,Viale Sandro Pertini 39,Seveso
f89da2b3-428d-47b7-b5b9-ef7d6de8382d,FAT-25022026-002,f9406da6-9bec-4a1f-8f2a-11441c84cbf7,735d231f-e021-4602-a51a-f1457043f5b6,2026-02-25,56.8,5.68,62.48,2026-03-27,Pagata,2026-03-31,Viale Sandro Pertini 39,Seveso
f2d9866b-17b7-4da2-bd13-015160977ad5,FAT-25112025-002,70a79585-ad72-4515-a39b-4ebba0adcfe8,9b9e7265-9919-4682-ae98-8c8654c0bb85,2025-11-25,412.0,90.64,502.64,2025-12-25,Pagata,2025-12-12,Via Umbria 120,Brugherio
64dbc3c7-923d-4c88-8a12-f5b7ab7eeb63,FAT-25012026-003,70a79585-ad72-4515-a39b-4ebba0adcfe8,9b9e7265-9919-4682-ae98-8c8654c0bb85,2026-01-25,287.35,63.22,350.57,2026-02-24,Pagata,2026-02-13,Via Umbria 120,Brugherio
0394d2c4-3b74-4005-9d78-55b2221ee1ee,FAT-25032026-003,70a79585-ad72-4515-a39b-4ebba0adcfe8,9b9e7265-9919-4682-ae98-8c8654c0bb85,2026-03-25,352.2,77.48,429.68,2026-04-24,Pagata,2026-03-31,Via Umbria 120,Brugherio
e959a114-0de3-49dc-825d-42f83473b0fa,FAT-25052026-002,70a79585-ad72-4515-a39b-4ebba0adcfe8,9b9e7265-9919-4682-ae98-8c8654c0bb85,2026-05-25,458.65,100.9,559.55,2026-06-24,Pagata,2026-06-19,Via Umbria 120,Brugherio
53f84301-e9b7-4908-a319-27bcdaf2e088,FAT-25072026-002,70a79585-ad72-4515-a39b-4ebba0adcfe8,9b9e7265-9919-4682-ae98-8c8654c0bb85,2026-07-25,536.95,118.13,655.08,2026-08-24,Pagata,2026-07-29,Via Umbria 120,Brugherio
FAT-66c8c58f-3e78-41e1-892c-57dd8439e0c4,FAT-29052024-001,b736d40d-7366-43ba-b59c-c37a9cf356fc,a2e1b04f-47fc-4c56-820e-bfce3ed5d5cb,2024-05-29,31.7,3.17,34.87,2024-06-28,Pagata,2024-06-02,Viale Appennini 9,Palosco
4d10c510-af9a-4ac9-aa1f-70cf45642f11,FAT-05032025-005,61be4c36-2a23-425e-88d5-06d257f32bba,a2e1b04f-47fc-4c56-820e-bfce3ed5d5cb,2025-03-05,78.4,7.84,86.24,2025-04-04,Pagata,2025-03-06,Viale Appennini 9,Palosco
0043e0f4-679f-4a34-abe8-fb960ddcd096,FAT-05092025-004,61be4c36-2a23-425e-88d5-06d257f32bba,a2e1b04f-47fc-4c56-820e-bfce3ed5d5cb,2025-09-05,100.1,10.01,110.11,2025-10-05,Pagata,2025-10-04,Viale Appennini 9,Palosco
dc5ed250-1581-48f6-a3ad-36329ec3a790,FAT-05032026-008,61be4c36-2a23-425e-88d5-06d257f32bba,a2e1b04f-47fc-4c56-820e-bfce3ed5d5cb,2026-03-05,76.4,7.64,84.04,2026-04-04,Pagata,2026-03-26,Viale Appennini 9,Palosco
13a61b7d-99b2-4244-97f0-904aa01cd1c1,FAT-05082025-007,8ea1003b-aaed-4159-bdfe-448bf66d0399,02cb65cd-7e04-461a-9b59-f1a6618c5788,2025-08-05,38.45,3.85,42.3,2025-09-04,Pagata,2025-08-16,Vicolo Gran Sasso 148,Pozzuolo Martesana
cd74916e-c660-4144-98f2-9a2f01450093,FAT-05022026-010,8ea1003b-aaed-4159-bdfe-448bf66d0399,02cb65cd-7e04-461a-9b59-f1a6618c5788,2026-02-05,40.0,4.0,44.0,2026-03-07,Pagata,2026-02-20,Vicolo Gran Sasso 148,Pozzuolo Martesana
71acee4a-cbf8-41fb-aa83-fccf37d4b6d6,FAT-25122024-003,bdb418fb-c7f1-499a-94de-5f94e8e1177d,e89d7234-156d-43eb-822e-5890a7202eab,2024-12-25,83.8,8.38,92.18,2025-01-24,Pagata,2024-12-27,Piazza Ungaretti 132,Renate
a52d2098-67cf-4742-9346-6c3dd893039d,FAT-25042025-001,bdb418fb-c7f1-499a-94de-5f94e8e1177d,e89d7234-156d-43eb-822e-5890a7202eab,2025-04-25,93.92,9.39,103.31,2025-05-25,Pagata,2025-05-27,Piazza Ungaretti 132,Renate
d138ee94-f91b-4fd2-a17d-c49c181af41b,FAT-25082025-002,bdb418fb-c7f1-499a-94de-5f94e8e1177d,e89d7234-156d-43eb-822e-5890a7202eab,2025-08-25,146.27,14.63,160.9,2025-09-24,Pagata,2025-09-29,Piazza Ungaretti 132,Renate
18f5c487-632c-43de-8f62-311740ceb914,FAT-25122025-004,bdb418fb-c7f1-499a-94de-5f94e8e1177d,e89d7234-156d-43eb-822e-5890a7202eab,2025-12-25,79.8,7.98,87.78,2026-01-24,Pagata,2026-01-27,Piazza Ungaretti 132,Renate
aad7d37c-3b41-4bde-92d5-7ea5e4582591,FAT-25042026-004,bdb418fb-c7f1-499a-94de-5f94e8e1177d,e89d7234-156d-43eb-822e-5890a7202eab,2026-04-25,81.92,8.19,90.11,2026-05-25,Pagata,2026-05-20,Piazza Ungaretti 132,Renate
9b108803-3558-45ae-96e9-0f96acffb648,FAT-25102023-001,b7082811-08cf-4d49-9675-da7fd45f7d9f,980acf3a-edfa-4aeb-8ed9-23dfcdb19866,2023-10-25,330.3,72.67,402.97,2023-11-24,Pagata,2023-11-29,Viale Dei Vasai 111,Gorgonzola
dc2526bf-d7d5-48da-8baa-0647e3d927da,FAT-25022024-003,b7082811-08cf-4d49-9675-da7fd45f7d9f,980acf3a-edfa-4aeb-8ed9-23dfcdb19866,2024-02-25,210.85,46.39,257.24,2024-03-26,Pagata,2024-03-01,Viale Dei Vasai 111,Gorgonzola
9585eb71-5118-4394-b327-1fd12df013bf,FAT-25062024-003,b7082811-08cf-4d49-9675-da7fd45f7d9f,980acf3a-edfa-4aeb-8ed9-23dfcdb19866,2024-06-25,296.35,65.2,361.55,2024-07-25,Pagata,2024-07-22,Viale Dei Vasai 111,Gorgonzola
37d1b66a-1db6-4146-aa4d-bad20ebc5411,FAT-25102024-001,b7082811-08cf-4d49-9675-da7fd45f7d9f,980acf3a-edfa-4aeb-8ed9-23dfcdb19866,2024-10-25,288.7,63.51,352.21,2024-11-24,Pagata,2024-11-13,Viale Dei Vasai 111,Gorgonzola
FAT-bf29db60-42ee-4c43-8eaf-0ffb73edb71f,FAT-13122024-001,b7082811-08cf-4d49-9675-da7fd45f7d9f,980acf3a-edfa-4aeb-8ed9-23dfcdb19866,2024-12-13,104.0,22.88,126.88,2025-01-12,Pagata,2024-12-15,Viale Dei Vasai 111,Gorgonzola
50dc65c5-a558-40f3-b460-ce3c870a34f7,FAT-15042026-009,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2026-04-15,91.49,9.15,100.64,2026-05-15,Pagata,2026-05-13,Vicolo Ortensie 148,Lovere
5bc3e49b-2265-45de-b468-83cff7c1c66c,FAT-15082026-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2026-08-15,163.94,16.39,180.33,2026-09-14,Pagata,2026-08-29,Vicolo Ortensie 148,Lovere
0ee14c6b-996c-4f80-927f-214d49937381,FAT-15122026-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2026-12-15,128.61,12.86,141.47,2027-01-14,Pagata,2027-01-09,Vicolo Ortensie 148,Lovere
fc3a95d0-eebd-4e03-bff8-466142b5b1cc,FAT-15042027-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2027-04-15,91.49,9.15,100.64,2027-05-15,Pagata,2027-05-18,Vicolo Ortensie 148,Lovere
478ed4e2-6980-4db0-b0b3-2b4a015a10d0,FAT-15082027-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2027-08-15,172.04,17.2,189.24,2027-09-14,Pagata,2027-09-18,Vicolo Ortensie 148,Lovere
23ecdeba-4a1f-40a8-b3ef-9a20e40fac34,FAT-15122027-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2027-12-15,117.81,11.78,129.59,2028-01-14,Pagata,2027-12-29,Vicolo Ortensie 148,Lovere
FAT-d40898e2-bc56-45f9-949e-8d6098f1f94b,FAT-09032028-001,c9b16f5c-5575-466f-883d-d3bfcfbfe862,1e42e2d4-c621-4999-ac1f-a1dec255c222,2028-03-09,70.38,7.04,77.42,2028-04-08,Scaduta,NULL,Vicolo Ortensie 148,Lovere
d103a415-b42f-4692-b904-9d4f96bfe3df,FAT-05022025-006,2c726873-d1a8-4b0c-8892-9f213bcc2933,e10c3b31-5ac8-4a16-a994-039a62bb52b1,2025-02-05,195.1,42.92,238.02,2025-03-07,Pagata,2025-02-28,Corso Marie Curie 35,Castelli Calepio
169aa728-a17a-4127-93b8-5fe068d5a7a1,FAT-05062025-007,2c726873-d1a8-4b0c-8892-9f213bcc2933,e10c3b31-5ac8-4a16-a994-039a62bb52b1,2025-06-05,218.2,48.0,266.2,2025-07-05,Pagata,2025-06-25,Corso Marie Curie 35,Castelli Calepio
aed8d56d-2dff-432b-91b1-1f49078d11f5,FAT-05102025-005,2c726873-d1a8-4b0c-8892-9f213bcc2933,e10c3b31-5ac8-4a16-a994-039a62bb52b1,2025-10-05,304.45,66.98,371.43,2025-11-04,Pagata,2025-11-01,Corso Marie Curie 35,Castelli Calepio
8fa6bece-5036-4764-9b5d-0a76aa3662c7,FAT-05022026-011,2c726873-d1a8-4b0c-8892-9f213bcc2933,e10c3b31-5ac8-4a16-a994-039a62bb52b1,2026-02-05,184.7,40.63,225.33,2026-03-07,Pagata,2026-02-25,Corso Marie Curie 35,Castelli Calepio
0f319e90-0891-47ba-93d8-03f0eeb6a9f0,FAT-05062026-008,2c726873-d1a8-4b0c-8892-9f213bcc2933,e10c3b31-5ac8-4a16-a994-039a62bb52b1,2026-06-05,218.2,48.0,266.2,2026-07-05,Pagata,2026-06-26,Corso Marie Curie 35,Castelli Calepio
3f4b3faa-5df2-484b-affb-9abe3c3a9a9d,FAT-05072024-004,a9702057-e04d-466c-a4d8-f1ee3498e7d2,89e7b3e5-6bd3-4104-84c3-7af87d468610,2024-07-05,73.55,7.36,80.91,2024-08-04,Pagata,2024-08-07,Corso Natta 101,Paladina
f07259a9-6cf0-4fa2-9756-7f2b8a271fb5,FAT-05012025-007,a9702057-e04d-466c-a4d8-f1ee3498e7d2,89e7b3e5-6bd3-4104-84c3-7af87d468610,2025-01-05,79.15,7.92,87.07,2025-02-04,Pagata,2025-01-15,Corso Natta 101,Paladina
c119ec5b-3c8d-474e-8541-017c44c3e4d3,FAT-05072025-010,a9702057-e04d-466c-a4d8-f1ee3498e7d2,89e7b3e5-6bd3-4104-84c3-7af87d468610,2025-07-05,73.5,7.35,80.85,2025-08-04,Pagata,2025-08-02,Corso Natta 101,Paladina
d968350f-5289-4a72-9686-f84a6ed5c709,FAT-05012026-006,a9702057-e04d-466c-a4d8-f1ee3498e7d2,89e7b3e5-6bd3-4104-84c3-7af87d468610,2026-01-05,80.55,8.05,88.6,2026-02-04,Pagata,2026-01-24,Corso Natta 101,Paladina
749569f6-44a7-4262-a9c5-3d89b9b9befd,FAT-05072026-011,a9702057-e04d-466c-a4d8-f1ee3498e7d2,89e7b3e5-6bd3-4104-84c3-7af87d468610,2026-07-05,70.7,7.07,77.77,2026-08-04,Pagata,2026-07-12,Corso Natta 101,Paladina
2b14808d-23da-4811-9db5-28d38a297a72,FAT-15122024-005,3df0f1f8-ec06-4f2b-b7d8-c08dd1e66176,5f7764de-425d-4861-921f-2fe0a8191cf0,2024-12-15,38.55,3.85,42.4,2025-01-14,Pagata,2025-01-19,Via Romagna 43,Brivio
0891115c-5d0f-44b3-944b-35e050b3bb31,FAT-15062025-007,3df0f1f8-ec06-4f2b-b7d8-c08dd1e66176,5f7764de-425d-4861-921f-2fe0a8191cf0,2025-06-15,39.9,3.99,43.89,2025-07-15,Pagata,2025-06-28,Via Romagna 43,Brivio
ae1b4f8c-db90-4e61-b9a0-f412abc57f92,FAT-15122025-005,3df0f1f8-ec06-4f2b-b7d8-c08dd1e66176,5f7764de-425d-4861-921f-2fe0a8191cf0,2025-12-15,41.35,4.14,45.49,2026-01-14,Pagata,2025-12-28,Via Romagna 43,Brivio
da2dd476-e287-469e-b53f-097fdb0ef863,FAT-15062026-007,3df0f1f8-ec06-4f2b-b7d8-c08dd1e66176,5f7764de-425d-4861-921f-2fe0a8191cf0,2026-06-15,38.5,3.85,42.35,2026-07-15,Pagata,2026-06-30,Via Romagna 43,Brivio
e658332a-9f0a-449b-a53d-6fe05dd85daf,FAT-15052026-007,ddd407b4-3d39-4e9c-912a-7f0f68d7a5f7,a9e762ba-d2b5-444f-8d35-39e754184372,2026-05-15,42.65,4.26,46.91,2026-06-14,Pagata,2026-06-02,Vicolo Del Bosco 132,Zanica
b605671a-40d2-4233-9f7e-3deff05ab46f,FAT-15012026-008,d30c3507-841a-4a41-96f3-4e20996d0db0,8e2e5237-8c49-4274-ac40-c4ee5f2206a2,2026-01-15,66.6,6.66,73.26,2026-02-14,Pagata,2026-01-26,Via Del Vespro 107,Pradalunga
de889cea-3b77-4f55-9114-1c8a5805ef16,FAT-25062025-004,5b4483e2-3ce0-4469-98d3-97a46a50df61,9b22e89b-ba6d-4e07-9dea-a5ae125ee5d2,2025-06-25,141.7,31.17,172.87,2025-07-25,Pagata,2025-07-12,Corso Dei Contadini 82,Cernusco sul Naviglio
