codice,codice_parlante,codice_pod,cliente,dataAp,stato,dataCh,tipologia,componenti_nucleo,indirizzo_fatturazione,città_fatturazione
d5bb608c-f93a-494e-b121-f9bba4c150c3,U-21122023-001,IT18112171933,1017249d-bd20-4d74-a522-278d994167c8,2023-12-21,attiva,NULL,Domestico Residente,2,Piazza Sicilia 104,Lesmo
ee98d177-4415-41d0-ba4d-1afa45d4c0f9,U-18062024-001,IT11636510079,a0538ed8-1d80-4cce-939c-590d6a0707db,2024-06-18,attiva,NULL,Domestico Residente,3,Via Ariosto 118,Scanzorosciate
35376aa5-568e-4e0d-a6b9-82b2eb164f7a,U-19082025-001,IT99966045585,e7c5a02d-9254-4ba9-afbb-e1093f556879,2025-08-19,attiva,NULL,Commerciale,NULL,Piazza Pirandello 138,Busnago
c47f5f91-4c6d-4310-a98d-0a68afa4d863,U-01022023-001,IT40069070298,1720e58f-e24f-43ec-ba34-6f0b0a9d61cc,2023-02-01,attiva,NULL,Domestico Residente,3,Viale Noci 107,Martinengo
e4ed6441-dc41-4d0a-ae7c-a1ab43adae1c,U-14122025-001,IT75128283947,c5051153-d716-46c5-835e-e57109e46cf0,2025-12-14,attiva,NULL,Domestico Residente,1,Vicolo Toscana 141,Torre Boldone
53205b23-9fb2-40d0-8f38-9ff9c09c0e43,U-12092025-001,IT61506713367,304d5213-7ae6-4a4c-901f-f44c298f8cd4,2025-09-12,attiva,NULL,Commerciale,NULL,Largo Dello Zaffiro 76,Casatenovo
c0b14d98-4c05-4b4a-bdac-5f839537a381,U-08102023-001,IT76390459975,1a8f1daa-d3b2-42b1-9d58-42e1c82e65f8,2023-10-08,attiva,NULL,Domestico Residente,1,Via Panaro 54,Cesano Maderno
a6184cdf-c3b1-457f-a230-b2392add444b,U-22082023-001,IT28272192308,98468999-b8be-4f92-8295-87b94a6db785,2023-08-22,attiva,NULL,Domestico Residente,4,Piazza Marconi 127,Sarnico
ffdfd0e7-7f24-4d70-983d-835c39c443a7,U-05082025-001,IT90835750707,743f8f87-b10f-4ecb-99f6-37485439e388,2025-08-05,attiva,NULL,Domestico Residente,4,Vicolo Veneto 16,Casatenovo
3f38a215-a593-432b-abde-47c4b5368987,U-28052024-001,IT80526832840,df2b9634-2581-4e16-bdc2-5207e6dc1bf4,2024-05-28,attiva,NULL,Domestico Residente,3,Corso Liguria 149,Varedo
a666660f-58ed-4f6e-b2f6-8394be321b0e,U-02102022-001,IT11715309373,13cecddf-0451-46ed-8698-099423360abb,2022-10-02,attiva,NULL,Industriale,NULL,Corso Virgilio 25,Mapello
6e806332-cb52-4105-b093-9d7448afbc57,U-17052024-001,IT13858351878,a3940c02-0767-4019-aa5d-0a6e09c166ce,2024-05-17,attiva,NULL,Domestico Residente,2,Piazza Piave 103,Almenno San Salvatore
7641599b-faf9-43ea-94dd-98ef2e15c581,U-07042025-002,IT79032650081,b9144ee8-664a-400f-b578-e5df8961e31f,2025-04-07,inattiva,2027-03-02,Domestico Residente,5,Corso Maggiore 2,Torre Boldone
13c0c721-a6c4-4254-aeed-1729a37af20d,U-17122023-001,IT71344499561,0b6cf033-0a04-4376-b9c1-a84bdd011e11,2023-12-17,attiva,NULL,Commerciale,NULL,Via Matera 4,Seregno
482d71d8-de3e-49fd-926e-79f3a1ba5756,U-04092024-001,IT15684948406,b0e70e4b-055c-4a00-bf50-69e351f6c95d,2024-09-04,attiva,NULL,Industriale,NULL,Largo San Carlo 117,Palosco
15c24a8d-d5d2-497a-b602-eae26c210fde,U-27032027-001,IT79032650081,d8dcdf0f-1c5e-4b25-992f-4030bce46fa8,2027-03-27,attiva,NULL,Domestico Residente,3,Corso Maggiore 2,Torre Boldone
9c99f219-799f-49ad-be9d-8e0142e08f5e,U-26032025-001,IT86138189132,1ff64b91-ae1a-4cc3-b592-f5727b570bd4,2025-03-26,inattiva,2026-06-01,Industriale,NULL,Piazza Roma 126,Palazzolo sull'Oglio
76fd4fa7-175f-4eb5-9ce9-c0afb11c19d3,U-18042025-001,IT51897802138,44bc221c-0e31-493e-bba7-55ffd7bc0aab,2025-04-18,attiva,NULL,Commerciale,NULL,Via Pavia 40,Besana in Brianza
4d08aa14-392a-4f06-88e1-8a9e902b0920,U-15022025-001,IT97481120405,20405f19-1d06-491f-a18e-6d66b124ec7d,2025-02-15,attiva,NULL,Domestico Residente,1,Vicolo Del Diamante 96,Albino
4e9a4215-4915-48ef-8fe4-e12f60296abd,U-26022024-002,IT85014911606,5e9b7307-d891-405d-8e36-d2163febeb64,2024-02-26,attiva,NULL,Domestico Residente,2,Vicolo Meli 39,Brusaporto
1763972a-5ff6-4148-b763-a08cd6ec1fa9,U-29072024-001,IT47895768303,d0094fd2-be67-484e-a9cb-e5c8a821539a,2024-07-29,attiva,NULL,Domestico Residente,5,Via Dell'Edera 81,Seveso
5cccd2ef-cbb2-4755-85bf-a134858791f5,U-30062024-001,IT48607801748,080c418a-e9da-412e-b9bf-b90caf210dc4,2024-06-30,attiva,NULL,Domestico Residente,2,Vicolo Goldoni 67,Vaprio d'Adda
d77754c5-89ce-49af-af0a-2fa449320d4d,U-24082023-001,IT93345790484,3865a8f8-432a-4b67-90ee-7a94fea5d5d7,2023-08-24,attiva,NULL,Domestico Residente,2,Corso Del Diamante 7,Albino
0807de1d-104d-4a81-8dae-dd646ef888cd,U-03072024-001,IT33083160579,3865a8f8-432a-4b67-90ee-7a94fea5d5d7,2024-07-03,attiva,NULL,Domestico Non Residente,NULL,Corso Del Diamante 7,Albino
65f9239c-d8dc-4d15-ba22-2d723e3b1478,U-01062025-001,IT62260307417,6777ad82-0bd8-4107-88e4-93a20bc33db0,2025-06-01,attiva,NULL,Domestico Residente,2,Via Dello Zaffiro 49,Meda
6b95deac-1209-4e52-aaa0-f27614bce4f1,U-10012025-001,IT36745802705,bbdc1ea4-c024-4b08-a2a4-efe117cdb25b,2025-01-10,attiva,NULL,Domestico Residente,4,Vicolo Campobasso 85,Cassina de' Pecchi
c028297e-2769-47f7-b15c-99bebb91d4c9,U-17102024-002,IT70930011676,01564e05-8899-4d20-9d89-de5496383def,2024-10-17,inattiva,2026-01-06,Domestico Residente,3,Via XXIV Maggio 17,Comun Nuovo
3d497cd4-6e14-4834-95cf-3f0541413c44,U-06112022-001,IT25322847788,01564e05-8899-4d20-9d89-de5496383def,2022-11-06,attiva,NULL,Domestico Non Residente,NULL,Via XXIV Maggio 17,Comun Nuovo
f0ccb656-9ebb-4be2-8e04-b6811bc6be95,U-17072022-001,IT67889245125,a3ea9a43-88b6-482e-83c5-c8c99c63cc36,2022-07-17,inattiva,2025-04-21,Domestico Residente,1,Viale Sandro Pertini 93,Cantù
61f6e2b7-b6b5-45f9-beac-1ee30df1d167,U-22042025-001,IT67889245125,f80c5f3b-72a0-42bc-a55e-05b023be9783,2025-04-22,attiva,NULL,Domestico Residente,1,Viale Sandro Pertini 93,Cantù
1f03dcd4-da23-4c9b-9f7f-8d80eed5beea,U-20032024-001,IT51745413788,e75e9968-ed9a-4803-9ed6-e745ac40ff59,2024-03-20,attiva,NULL,Domestico Residente,1,Piazza Minore 113,Lesmo
9cc6ff75-ff91-48ce-b1d0-9dc5766bd15f,U-25012026-001,IT70930011676,e75e9968-ed9a-4803-9ed6-e745ac40ff59,2026-01-25,attiva,NULL,Domestico Non Residente,NULL,Piazza Minore 113,Lesmo
3a9c618f-d8a6-489e-9d35-633675766d00,U-29092022-001,IT28876792752,c0fc03ff-e17b-4664-90f0-71afc9fdbec8,2022-09-29,attiva,NULL,Industriale,NULL,Via Pescara 9,Barlassina
2d3680f7-4c59-4e09-8688-02aa9256b44d,U-20092024-001,IT69170170469,8f08e1ee-4ff7-4117-a93b-e9d5473bb54d,2024-09-20,attiva,NULL,Industriale,NULL,Vicolo Augusto 123,Levate
8b0c9af1-6ee7-4ffb-8097-1acd2a4cbd40,U-23052025-001,IT37472830631,2e852fab-1511-4331-891e-cc84997b1c6c,2025-05-23,attiva,NULL,Domestico Residente,1,Piazza Modena 70,Correzzana
1b3650ef-1c88-4650-ae93-159f311039db,U-09022024-001,IT88994001355,010b97e1-3ece-4956-bc85-be4180e3eeab,2024-02-09,attiva,NULL,Industriale,NULL,Piazza Bianca 48,Terno d'Isola
8b656051-7382-4970-b674-b1327811280e,U-08082022-001,IT86533160002,58eec76a-485d-4b82-81b7-8d0059b99115,2022-08-08,attiva,NULL,Domestico Residente,5,Piazza Bianca 65,Brembate
673987bc-577c-4e2a-9138-aba008a1a645,U-05092024-001,IT78654506641,18e4f5d7-b854-46dd-a2c5-f9982036d7cc,2024-09-05,attiva,NULL,Domestico Residente,4,Via Campobasso 17,Arcene
4f26bbaf-39f0-4cbd-91fb-15214495e1ea,U-29072024-002,IT48063113467,1ec75b9c-36c8-48fa-bfda-f75af05b58ae,2024-07-29,attiva,NULL,Domestico Residente,1,Corso Parisi 112,Merate
73967fcf-dfa8-4ab0-9add-8766a10f7445,U-14062023-001,IT57933949639,672dc4f2-be1d-4671-a04f-9b4c9a7e802f,2023-06-14,inattiva,2024-10-06,Domestico Residente,4,Viale Vittorio Emanuele 147,Inverigo
34245035-5b7e-4d19-afa9-4859cb3560d2,U-15062026-001,IT86138189132,4f838d4f-9148-4b12-96ea-a2617a064acb,2026-06-15,attiva,NULL,Industriale,NULL,Vicolo San Marco 125,Villa d'Almè
e3b3aaee-710a-4dfe-9be6-898bcb51974c,U-07122025-001,IT86302886847,9513f2e9-2b84-4f0f-8325-ec407e376307,2025-12-07,inattiva,2028-10-29,Domestico Residente,4,Viale Croce 30,Usmate Velate
9810bdd7-92de-4cf8-a843-8b5d80fce0b4,U-19122023-001,IT83795203814,9513f2e9-2b84-4f0f-8325-ec407e376307,2023-12-19,attiva,NULL,Domestico Non Residente,NULL,Viale Croce 30,Usmate Velate
c8253cde-09ff-4fa9-b82c-7a6da248f414,U-25072025-001,IT50128659062,3b0f0746-e588-4b90-b4b8-070b6abeff9e,2025-07-25,attiva,NULL,Industriale,NULL,Largo San Giuseppe 62,Brignano Gera d'Adda
ca327e93-fde1-4cf7-bfe4-f4d8b1270a00,U-04052024-001,IT95200205018,37135658-6a4d-41d2-a4cd-628495ea8198,2024-05-04,attiva,NULL,Industriale,NULL,Corso Fratelli Bandiera 41,Bellusco
c32ebaa2-5f5e-4619-b575-8a62a5aea2c2,U-10072022-001,IT29351473441,783bc0c4-5980-4b6f-a5e1-4df9a6d97d9d,2022-07-10,attiva,NULL,Domestico Residente,1,Corso San Giorgio 116,Carate Brianza
94a432c9-6c46-4ccf-98d9-f8bfb9ec6118,U-26102024-001,IT57933949639,56b4e2f8-6c92-40e2-b3eb-1845b7893092,2024-10-26,attiva,NULL,Domestico Residente,3,Viale Vittorio Emanuele 147,Inverigo
ab71124b-60f0-4b84-9d8c-8724b27ffe30,U-31102028-001,IT86302886847,bb662bc3-a931-4ab1-a9a3-805be6fb65cd,2028-10-31,attiva,NULL,Domestico Residente,5,Corso Santa Lucia 19,Cornate d'Adda
4f6a1b5f-0956-418a-8d4f-bceebc7a4736,U-08072024-001,IT97266710566,d2efe4ca-1556-4f02-b507-6b5d47db6ee2,2024-07-08,inattiva,2026-07-09,Domestico Residente,3,Via Gran Sasso 135,Lallio
b3c3339f-24cb-42c3-9e24-b6a45f12f24a,U-27072026-001,IT97266710566,a147d9ef-f57b-4016-9a31-3d73826a66b5,2026-07-27,attiva,NULL,Domestico Residente,2,Via Gran Sasso 135,Lallio
489eeb56-3e73-4ad8-9c7d-1e0d2c13e57c,U-17032023-001,IT63076359169,b6363a06-df62-4e12-acd7-014aad2d2208,2023-03-17,attiva,NULL,Domestico Residente,3,Via Saba 103,Garbagnate Monastero
c5298dee-78fb-42cb-9456-e08bab85567c,U-15022025-002,IT15344889944,25d99df6-81a6-4234-9471-e82169f04429,2025-02-15,attiva,NULL,Domestico Residente,3,Via Pesaro 3,Ornago
2eb74eb2-dade-4d17-9903-1f89942aa900,U-25112024-001,IT79057296097,f608d19e-cc23-44ac-8ae1-4c6164da344f,2024-11-25,attiva,NULL,Domestico Residente,3,Piazza Fermi 55,Crema
68b7a9b9-512d-4a74-bc1b-f7bd222de08c,U-13102025-001,IT27152070540,b263f801-b942-4e88-8169-aa97f8abcb92,2025-10-13,attiva,NULL,Domestico Residente,4,Viale Palermo 116,Bergamo
14e510f7-9618-45fd-8607-bd54699a9e18,U-10042025-001,IT18090412429,06d92097-5587-498b-9572-f7813a690efc,2025-04-10,attiva,NULL,Domestico Residente,4,Largo Rossini 143,Caravaggio
82928b4b-8350-48b5-8e6b-87ad08346a4f,U-27122022-001,IT20625631153,6926b0eb-3243-436a-bb5a-d8c9a5bc8109,2022-12-27,inattiva,2025-04-16,Domestico Residente,2,Piazza Maggiore 105,Costa Volpino
bcc6e444-0f74-4d30-9353-dc3868fc1026,U-28042025-001,IT20625631153,51a30adc-7dc4-4d0e-9c52-c8389abe24c2,2025-04-28,attiva,NULL,Domestico Residente,1,Piazza Maggiore 105,Costa Volpino
acd9af2c-0731-43c7-b457-acc86d3d8611,U-10072025-001,IT83844323008,70aac785-8b62-48d4-ac44-0091ef89d615,2025-07-10,inattiva,2028-01-04,Domestico Residente,3,Largo Viole 70,Giussano
c43abb8a-a65b-46f6-ab95-7caa17259db5,U-07112022-001,IT72202069722,8d7a3e1a-0491-4815-ac14-65877a7b59f3,2022-11-07,inattiva,2024-03-09,Domestico Residente,5,Viale Forlì 26,Brusaporto
247f7e36-9f8a-4c2a-b4b1-964b986266ff,U-12072024-001,IT69019251525,de6ec812-cbd7-4aa7-8067-85279f7caa4c,2024-07-12,attiva,NULL,Domestico Residente,5,Via San Benedetto 41,Varedo
3268a0f1-aaac-4f67-a7c2-93e015a86cf4,U-13122022-002,IT52083647254,d8b19bd7-d05d-49dc-82b0-abce8b91f3fb,2022-12-13,attiva,NULL,Domestico Residente,1,Viale Puccini 23,Treviglio
b60f671d-4ef0-4e21-8bcc-d6138e76ab8b,U-04122022-001,IT10733429928,ee31742b-db2b-4a02-b614-84982abafe7f,2022-12-04,attiva,NULL,Commerciale,NULL,Viale Malpighi 73,Capriolo
12f775a3-d284-4ddf-a299-9187e5f74987,U-07022024-001,IT91023141176,ee31742b-db2b-4a02-b614-84982abafe7f,2024-02-07,inattiva,2026-06-11,Industriale,NULL,Viale Malpighi 73,Capriolo
8f6360b5-3f25-40b1-adfe-b263680b9e86,U-09012028-001,IT83844323008,f75b2565-ddc5-4200-a216-f9466bbf1897,2028-01-09,attiva,NULL,Domestico Residente,3,Largo Viole 70,Giussano
3ca8f94b-92f8-42f1-9d46-366d3e371a5a,U-02042024-001,IT72202069722,6c818f84-67b2-4e46-aa56-e282829f224e,2024-04-02,attiva,NULL,Domestico Residente,4,Viale Forlì 26,Brusaporto
0f002b3d-ab36-4b35-aa90-54667b2543dd,U-01042025-001,IT86329626636,7fe32205-81b9-47c3-853d-a8ce7a11a068,2025-04-01,attiva,NULL,Domestico Residente,4,Corso Iseo 100,Cogliate
fe58f4ef-eb66-41ce-8fa1-c57f8d7007df,U-07052024-002,IT73082335006,3fb84201-52ea-4cb8-b3cc-ddb12f66aeb0,2024-05-07,attiva,NULL,Domestico Residente,1,Viale Mantova 113,Alzano Lombardo
b4e4f721-6d58-482c-bb9a-851bb0e21714,U-30122023-001,IT41633011999,1a70f439-d4d6-4131-8d3a-b0f250b41545,2023-12-30,attiva,NULL,Domestico Residente,3,Largo Chiese 140,Veduggio con Colzano
938fb48f-1164-406a-a11f-576401dfb94a,U-02072022-001,IT91058950134,87a0fb51-7388-4ac7-ba50-fddcf0e6f005,2022-07-02,attiva,NULL,Domestico Residente,3,Vicolo Liri 73,Garbagnate Monastero
812c6dd7-20da-4e03-95bf-661206d7db86,U-11112024-001,IT95190814918,87a0fb51-7388-4ac7-ba50-fddcf0e6f005,2024-11-11,attiva,NULL,Domestico Non Residente,NULL,Vicolo Liri 73,Garbagnate Monastero
1802fcc3-b8c6-4465-a2f8-d3d3386d8453,U-03082023-002,IT83654247524,c2ae390e-93fc-4b78-8bfc-99db439775ba,2023-08-03,attiva,NULL,Commerciale,NULL,Viale Quasimodo 23,Osio Sotto
06cb6965-ca46-42bc-ad32-c9b7bac6cec5,U-03022025-001,IT49562962951,3235f9c4-87d7-4b26-93b3-dfb7b9294ad2,2025-02-03,attiva,NULL,Domestico Residente,2,Vicolo De Amicis 138,Iseo
0e334b43-0e00-4918-9b55-073b545fbe03,U-07112024-001,IT91886440547,f3cc4c18-1bcb-4a0c-87c4-98f384f14848,2024-11-07,attiva,NULL,Commerciale,NULL,Piazza Massimo d'Azeglio 133,Brembate
13ba01d8-f731-4a74-aa89-390dcb4bae80,U-15112024-001,IT38936695638,ac5cda6a-289b-48f8-89b0-ad71e8cb52fb,2024-11-15,attiva,NULL,Domestico Residente,4,Piazza Dei Tigli 77,Calolziocorte
eae171e6-a0fd-4d8b-a6e9-741a196c67bd,U-22112022-002,IT23382121641,ac5cda6a-289b-48f8-89b0-ad71e8cb52fb,2022-11-22,attiva,NULL,Domestico Non Residente,NULL,Piazza Dei Tigli 77,Calolziocorte
707411a8-5d3a-4ac0-a461-9fe9f4536174,U-13082024-001,IT71116657697,7439776c-a561-4497-b3bd-91f305b2494a,2024-08-13,attiva,NULL,Domestico Residente,4,Via Chiese 148,Grassobbio
1048fbd1-03a6-4245-9696-0cbeea53ca9d,U-23032023-001,IT58312887451,4cb07837-27aa-46da-9acf-02ad5d7be50c,2023-03-23,attiva,NULL,Domestico Residente,4,Via Dell'Aurora 59,Ciserano
7c2d8af4-b143-4224-9c55-4a76a01c7243,U-23092024-001,IT16741687118,4cb07837-27aa-46da-9acf-02ad5d7be50c,2024-09-23,attiva,NULL,Domestico Non Residente,NULL,Via Dell'Aurora 59,Ciserano
ba706f62-c009-4360-8e53-56d1288b9d16,U-11072024-001,IT16588739981,2d0b627f-1dad-4de2-8524-006dea46a430,2024-07-11,attiva,NULL,Industriale,NULL,Viale Torricelli 81,Agrate Brianza
2d1444c9-1d17-4930-b822-6c88b19d4280,U-10112024-001,IT75571316815,b5cdeca4-13ab-4396-b44f-4bb36f4b84df,2024-11-10,attiva,NULL,Domestico Residente,5,Piazza Petrarca 105,Arcene
44a319a4-d4ea-4540-95c1-28464b2eae01,U-08022025-001,IT43709176217,907b6295-5101-4a1f-8d11-50d1fd83db81,2025-02-08,attiva,NULL,Domestico Residente,2,Piazza Campobasso 99,Martinengo
e5325c0b-7b85-41da-a65d-a12e5113312a,U-31032025-001,IT57375433836,907b6295-5101-4a1f-8d11-50d1fd83db81,2025-03-31,inattiva,2027-07-08,Domestico Non Residente,NULL,Piazza Campobasso 99,Martinengo
245d0307-54f6-4cd7-ab6b-12589ad6b1b2,U-01082027-001,IT57375433836,54973d02-35bb-4d4a-bbb5-6456399119fd,2027-08-01,attiva,NULL,Domestico Residente,5,Largo Ragusa 64,Romano di Lombardia
56038d5b-2945-4530-85e8-db81b931821d,U-11122022-001,IT85296160113,97aed147-847a-4941-b33d-472197288810,2022-12-11,inattiva,2024-09-10,Domestico Residente,4,Piazza Roma 35,Verdello
46450d09-5c88-46c6-b1ba-6124156a93c4,U-07042025-003,IT41368014190,5499233e-2f4c-45a1-8d58-f8b3922c1f97,2025-04-07,attiva,NULL,Domestico Residente,5,Vicolo Galvani 62,Brembate di Sopra
7b8a578a-35b5-4f13-81b5-85b60f96a72a,U-02122024-001,IT54321784076,e3db897e-8b7b-4797-b8f5-75a84ba66049,2024-12-02,attiva,NULL,Industriale,NULL,Largo Elsa Morante 26,Cologno al Serio
966ba515-f142-4a7c-9ef5-d100df35b7c9,U-04122025-002,IT46952215703,56b84b27-22ab-40b1-81e8-b2d647a4e7b6,2025-12-04,inattiva,2026-08-11,Industriale,NULL,Largo Dei Mille 65,Pozzuolo Martesana
7b0cc25c-ee3d-4eb5-aa5e-6c8de197f4bf,U-30122023-002,IT24675980189,af6d5d23-e0a5-41d1-bbb9-1a8a22e2925e,2023-12-30,attiva,NULL,Domestico Residente,1,Piazza Cicerone 36,Calusco d'Adda
d4c67ee0-fe2b-4161-852a-108ec03717d6,U-18082022-001,IT68692721777,95d6418f-07c2-4d35-9e3a-ec3a9cada62f,2022-08-18,inattiva,2024-01-06,Domestico Residente,4,Largo Dei Tigli 35,Cavenago di Brianza
afcda34b-2eb7-4aff-8ebc-46dfc36f0de2,U-12122024-001,IT18133323932,95d6418f-07c2-4d35-9e3a-ec3a9cada62f,2024-12-12,attiva,NULL,Domestico Non Residente,NULL,Largo Dei Tigli 35,Cavenago di Brianza
f9ac39d0-dfdc-41da-bf40-b38d2608a22b,U-14082023-001,IT19411888727,013e0b13-7562-49a4-b9b8-6e5a42983ffe,2023-08-14,attiva,NULL,Domestico Residente,1,Largo Del Glicine 125,Sovico
cb172a1e-5420-442b-8202-8aeacad67fa8,U-26012025-002,IT28778602920,22cbdd74-9114-4fad-b9fb-7776ee8c217a,2025-01-26,attiva,NULL,Commerciale,NULL,Largo Forlì 6,Desio
00b3fb6e-2743-4a6d-bd43-ac7c3a84e848,U-02092022-001,IT86714012491,22cbdd74-9114-4fad-b9fb-7776ee8c217a,2022-09-02,attiva,NULL,Commerciale,NULL,Largo Forlì 6,Desio
356c970e-b1b4-40fb-ab39-6043ab08156b,U-10092022-001,IT11060838897,079afc69-63a7-4234-86fd-fbba7bb02a3a,2022-09-10,attiva,NULL,Domestico Residente,2,Vicolo Palladio 118,Pradalunga
57858160-3eed-49be-9bdd-166620a3c8f5,U-12102024-001,IT56302406657,4f227ff5-927b-44f1-a99e-ad1c31345290,2024-10-12,attiva,NULL,Domestico Residente,1,Piazza Europa 5,Cabiate
8a6c0cd6-f956-4880-ac5c-0af26cc826af,U-01012023-001,IT78721425764,1d4ffe89-cd6c-4116-ab74-6a4a2ae93501,2023-01-01,attiva,NULL,Domestico Residente,1,Vicolo Marche 7,Lovere
a5c03c84-3c4c-4b23-8285-96192fd79732,U-01102024-002,IT85296160113,1d4ffe89-cd6c-4116-ab74-6a4a2ae93501,2024-10-01,attiva,NULL,Domestico Non Residente,NULL,Vicolo Marche 7,Lovere
d535dc5f-16df-44b7-a91d-4b30ee0a18ea,U-23112022-001,IT83005458555,b1d51408-edce-48fa-bfe6-5f6b80bf81e5,2022-11-23,inattiva,2025-01-02,Domestico Residente,3,Corso Massimo d'Azeglio 5,Albino
43dca55a-9515-486e-ab2b-20967c5f244e,U-03022023-001,IT34110820797,ad6b3fc2-12f2-41bb-adec-e95c4a43edb0,2023-02-03,inattiva,2023-06-19,Domestico Residente,1,Corso Romagna 25,Calolziocorte
cd74fba5-90c3-494f-8fdc-57d3443e093d,U-11062024-001,IT45290309525,ef7880dc-5af1-4dd3-b707-5291b6fada94,2024-06-11,attiva,NULL,Domestico Residente,1,Largo San Martino 97,Chiuduno
be01ff65-b80f-45b5-a24a-602480f06ce4,U-22102022-001,IT71427410474,2f6f2bc0-074f-4255-aa3a-ada673e9b76d,2022-10-22,attiva,NULL,Domestico Residente,4,Vicolo Minore 44,Pessano con Bornago
90815534-0e88-4849-b535-fee300f8fd64,U-14022025-002,IT79498515767,7bc93934-f095-454b-8c1f-12525899b9b2,2025-02-14,attiva,NULL,Domestico Residente,1,Vicolo XXIV Maggio 46,Cantù
990dcd08-5968-4e4c-802a-2dddaafd5258,U-04122022-002,IT53194080091,aa99b1c5-eb5c-40d3-b27a-c374d0973921,2022-12-04,attiva,NULL,Domestico Residente,3,Corso Del Fico 14,Orio al Serio
b55cd9c3-9e51-4e3e-bf9c-3d92251faaed,U-05072023-001,IT34110820797,6f7a35d9-9b1d-45e7-8dc1-a9520823e70b,2023-07-05,attiva,NULL,Domestico Residente,2,Corso Romagna 25,Calolziocorte
38e046c1-9fcb-4d15-9ff5-caab7848f6cc,U-24122022-001,IT67359234082,e975e11e-9e06-48c8-af25-f34737ede4b5,2022-12-24,attiva,NULL,Domestico Residente,4,Piazza Sassari 138,Burago di Molgora
cfa92559-1241-4674-81aa-2a4da6c4a607,U-25012024-001,IT68692721777,e975e11e-9e06-48c8-af25-f34737ede4b5,2024-01-25,inattiva,2024-10-18,Domestico Non Residente,NULL,Piazza Sassari 138,Burago di Molgora
bfa2dece-86ae-49c8-816b-7abb28efb769,U-28082022-001,IT36655340310,8684de42-599d-4147-a5e5-c40147bfafd0,2022-08-28,attiva,NULL,Domestico Residente,5,Viale Campania 67,Suello
f9517666-9351-4b56-a4ec-7e1bda36360a,U-07122025-002,IT62577019090,c9258e80-01a0-4d34-91c4-1896482767db,2025-12-07,attiva,NULL,Domestico Residente,3,Largo Cristoforo Colombo 98,Lecco
24432b29-1e10-4d91-a1cc-a35abac4e59c,U-04092023-001,IT88025862375,c9258e80-01a0-4d34-91c4-1896482767db,2023-09-04,attiva,NULL,Domestico Non Residente,NULL,Largo Cristoforo Colombo 98,Lecco
1aa2167f-7a48-4028-92e4-277d13d34837,U-26082025-001,IT25979125771,1438ee08-7aca-491e-875a-859b2c780abd,2025-08-26,attiva,NULL,Domestico Residente,1,Via Meli 61,Lesmo
53da54d2-84c6-474a-ba54-175b361a6e0b,U-27022024-002,IT23975714329,1d4b2256-6364-454a-b629-3eb425096ac5,2024-02-27,attiva,NULL,Domestico Residente,5,Viale I Maggio 73,Cantù
5531b851-c334-4343-896d-1beb3c387313,U-08082025-001,IT12864270184,1d4b2256-6364-454a-b629-3eb425096ac5,2025-08-08,attiva,NULL,Domestico Non Residente,NULL,Viale I Maggio 73,Cantù
e165d3ca-92cd-47ec-aa30-f587715ac916,U-05092022-001,IT36855718570,fd4d49e8-8965-45de-87a0-05ccd89b839c,2022-09-05,attiva,NULL,Domestico Residente,3,Viale Mazzini 135,Albino
f9427934-d182-45bb-9fa9-040248521d73,U-12092023-001,IT94920971385,fd4d49e8-8965-45de-87a0-05ccd89b839c,2023-09-12,attiva,NULL,Domestico Non Residente,NULL,Viale Mazzini 135,Albino
0fe966b9-5635-4615-8977-f5f2d05fb126,U-13012025-001,IT20133021032,279ae0fc-7f69-4d02-9a56-31e42fcd6265,2025-01-13,attiva,NULL,Domestico Residente,5,Viale Del Bosco 32,Vedano al Lambro
be97289b-8536-474b-a953-8f97794d8eab,U-05062023-001,IT98225038648,279ae0fc-7f69-4d02-9a56-31e42fcd6265,2023-06-05,attiva,NULL,Domestico Non Residente,NULL,Viale Del Bosco 32,Vedano al Lambro
be3e6bf6-b042-4185-b64e-d09fe15cecc0,U-20072023-001,IT49984416845,eb540f1a-d47b-44fc-9c18-0783b7325de7,2023-07-20,attiva,NULL,Domestico Residente,2,Largo Colonna 38,Vertova
3e43b569-7bb0-463e-ac02-ad493e99952b,U-26092022-001,IT56638435908,9d1a58a3-d640-49ca-9b78-d88258130b4e,2022-09-26,attiva,NULL,Commerciale,NULL,Via Puccini 128,Nibionno
150539cd-98ae-4e88-b165-a8a1ea5d8f80,U-15012023-001,IT72676391175,53d943ff-adbc-4e9b-878f-289355433a52,2023-01-15,attiva,NULL,Domestico Residente,2,Piazza Cesena 82,Truccazzano
f3cffdcc-5b3e-4478-b23e-008e8317055e,U-04122025-003,IT55645693066,4baf8ee4-352e-483d-bdda-973354a2523b,2025-12-04,inattiva,2026-07-18,Commerciale,NULL,Largo Lodi 100,Cene
6f8d3561-b260-4a64-9195-f1ddfd5ada2a,U-26022025-001,IT49474542712,95fcd839-09fa-4261-b4bb-87df50f25cb7,2025-02-26,attiva,NULL,Commerciale,NULL,Largo Appennini 88,Treviglio
b688079b-5509-4709-9a05-dc4fe2959aa3,U-28062026-001,IT91023141176,7fb949da-66b1-46c7-9cec-71de5b31d614,2026-06-28,attiva,NULL,Industriale,NULL,Viale Cosenza 117,Pozzuolo Martesana
